One Processor: 
Tolerence Level: 0.1
Final Difference Between Grids: 0.0999145
Iteration Count: 2971
Ticks: 639389
Seconds: 0.639389s
[       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0][       0]
[     100][ 97.4902][ 94.9941][ 92.5252][ 90.0961][ 87.7185][ 85.4027][ 83.1577][ 80.9909][ 78.9083][ 76.9142][ 75.0117][ 73.2026][ 71.4875][ 69.8662][ 68.3377][ 66.9001][ 65.5513][ 64.2887][ 63.1095][ 62.0106][ 60.9889][ 60.0413][ 59.1648][ 58.3562][ 57.6128][ 56.9316][ 56.3101][ 55.7459][ 55.2367][ 54.7804][ 54.3751][ 54.0191][ 53.7108][ 53.4491][ 53.2326][ 53.0606][ 52.9323][  52.847][ 52.8045][ 52.8046][ 52.8471][ 52.9324][ 53.0608][ 53.2329][ 53.4494][ 53.7112][ 54.0195][ 54.3756][ 54.7809][ 55.2373][ 55.7466][ 56.3108][ 56.9323][ 57.6135][  58.357][ 59.1656][ 60.0422][ 60.9897][ 62.0114][ 63.1103][ 64.2896][ 65.5522][  66.901][ 68.3385][ 69.8671][ 71.4883][ 73.2034][ 75.0125][ 76.9149][  78.909][ 80.9916][ 83.1583][ 85.4032][ 87.7189][ 90.0964][ 92.5254][ 94.9943][ 97.4902][     100]
[     100][ 97.6526][ 95.3171][ 93.0053][ 90.7281][  88.496][ 86.3181][ 84.2025][  82.156][ 80.1844][ 78.2918][ 76.4815][ 74.7555][ 73.1149][   71.56][ 70.0902][ 68.7045][ 67.4012][ 66.1783][ 65.0336][ 63.9646][ 62.9688][ 62.0434][ 61.1859][ 60.3935][ 59.6639][ 58.9944][ 58.3828][ 57.8269][ 57.3246][ 56.8741][ 56.4735][ 56.1214][ 55.8164][ 55.5571][ 55.3427][ 55.1722][  55.045][ 54.9605][ 54.9183][ 54.9183][ 54.9606][ 55.0451][ 55.1725][  55.343][ 55.5575][ 55.8167][ 56.1219][  56.474][ 56.8746][ 57.3252][ 57.8276][ 58.3835][ 58.9951][ 59.6646][ 60.3943][ 61.1867][ 62.0442][ 62.9696][ 63.9655][ 65.0345][ 66.1792][ 67.4021][ 68.7054][ 70.0911][ 71.5609][ 73.1158][ 74.7563][ 76.4822][ 78.2925][  80.185][ 82.1567][  84.203][ 86.3186][ 88.4964][ 90.7285][ 93.0055][ 95.3173][ 97.6527][     100]
[     100][  97.803][ 95.6165][ 93.4507][ 91.3152][ 89.2193][ 87.1712][ 85.1781][ 83.2464][ 81.3814][ 79.5872][  77.867][ 76.2231][ 74.6568][ 73.1687][ 71.7589][ 70.4266][ 69.1707][ 67.9898][ 66.8821][ 65.8456][ 64.8782][ 63.9777][ 63.1418][ 62.3683][ 61.6549][ 60.9994][ 60.3999][ 59.8544][ 59.3609][ 58.9178][ 58.5236][ 58.1768][ 57.8762][ 57.6206][  57.409][ 57.2407][ 57.1151][ 57.0316][   56.99][   56.99][ 57.0317][ 57.1153][  57.241][ 57.4093][ 57.6209][ 57.8766][ 58.1773][ 58.5241][ 58.9184][ 59.3615][  59.855][ 60.4006][ 61.0002][ 61.6556][ 62.3691][ 63.1427][ 63.9786][ 64.8791][ 65.8465][  66.883][ 67.9907][ 69.1716][ 70.4274][ 71.7598][ 73.1696][ 74.6576][ 76.2239][ 77.8678][ 79.5879][  81.382][  83.247][ 85.1787][ 87.1717][ 89.2197][ 91.3156][  93.451][ 95.6167][ 97.8031][     100]
[     100][ 97.9431][ 95.8953][ 93.8657][ 91.8629][ 89.8949][ 87.9692][ 86.0924][ 84.2702][ 82.5076][ 80.8086][ 79.1763][ 77.6131][ 76.1205][ 74.6994][   73.35][ 72.0723][ 70.8653][ 69.7282][ 68.6595][ 67.6577][  66.721][ 65.8476][ 65.0356][  64.283][  63.588][ 62.9487][ 62.3632][ 61.8298][ 61.3469][ 60.9129][ 60.5265][ 60.1862][ 59.8911][   59.64][ 59.4322][ 59.2667][ 59.1432][ 59.0611][ 59.0202][ 59.0202][ 59.0612][ 59.1434][  59.267][ 59.4324][ 59.6404][ 59.8915][ 60.1867][  60.527][ 60.9135][ 61.3475][ 61.8305][ 62.3639][ 62.9494][ 63.5888][ 64.2838][ 65.0364][ 65.8484][ 66.7218][ 67.6585][ 68.6604][ 69.7291][ 70.8662][ 72.0732][ 73.3509][ 74.7002][ 76.1213][ 77.6139][ 79.1771][ 80.8093][ 82.5083][ 84.2708][ 86.0929][ 87.9697][ 89.8953][ 91.8632][  93.866][ 95.8955][ 97.9432][     100]
[     100][ 98.0739][ 96.1559][  94.254][ 92.3757][ 90.5283][ 88.7184][  86.952][ 85.2345][ 83.5703][ 81.9633][ 80.4166][ 78.9325][ 77.5127][ 76.1583][ 74.8697][ 73.6472][ 72.4903][ 71.3982][ 70.3701][ 69.4046][ 68.5005][ 67.6561][ 66.8699][ 66.1403][ 65.4656][ 64.8442][ 64.2745][ 63.7549][ 63.2841][ 62.8606][ 62.4832][ 62.1507][ 61.8621][ 61.6164][  61.413][  61.251][   61.13][ 61.0496][ 61.0094][ 61.0095][ 61.0497][ 61.1302][ 61.2512][ 61.4132][ 61.6168][ 61.8625][ 62.1511][ 62.4837][ 62.8611][ 63.2847][ 63.7556][ 64.2752][ 64.8449][ 65.4664][ 66.1411][ 66.8708][  67.657][ 68.5013][ 69.4055][  70.371][ 71.3991][ 72.4912][ 73.6481][ 74.8706][ 76.1591][ 77.5135][ 78.9333][ 80.4174][  81.964][  83.571][ 85.2351][ 86.9526][ 88.7189][ 90.5287][  92.376][ 94.2542][ 96.1561][  98.074][     100]
[     100][ 98.1967][ 96.4005][ 94.6186][ 92.8576][ 91.1241][ 89.4241][ 87.7629][ 86.1454][ 84.5758][ 83.0578][ 81.5943][ 80.1877][ 78.8396][ 77.5513][ 76.3236][ 75.1566][ 74.0504][ 73.0044][ 72.0181][ 71.0904][ 70.2203][ 69.4066][ 68.6479][ 67.9428][   67.29][ 66.6881][ 66.1357][ 65.6314][  65.174][ 64.7623][ 64.3951][ 64.0713][ 63.7902][ 63.5508][ 63.3524][ 63.1944][ 63.0764][ 62.9979][ 62.9587][ 62.9587][  62.998][ 63.0765][ 63.1946][ 63.3527][ 63.5511][ 63.7906][ 64.0718][ 64.3956][ 64.7628][ 65.1746][ 65.6321][ 66.1364][ 66.6889][ 67.2908][ 67.9436][ 68.6487][ 69.4074][ 70.2212][ 71.0913][  72.019][ 73.0053][ 74.0513][ 75.1575][ 76.3244][ 77.5522][ 78.8404][ 80.1885][ 81.5951][ 83.0586][ 84.5765][  86.146][ 87.7634][ 89.4246][ 91.1246][  92.858][ 94.6188][ 96.4007][ 98.1968][     100]
[     100][ 98.3123][ 96.6309][ 94.9622][ 93.3121][ 91.6866][ 90.0909][   88.53][ 87.0084][ 85.5299][ 84.0979][ 82.7153][ 81.3843][ 80.1068][ 78.8839][ 77.7166][ 76.6054][ 75.5503][ 74.5511][ 73.6075][ 72.7187][ 71.8839][ 71.1021][ 70.3722][ 69.6931][ 69.0637][ 68.4827][ 67.9489][ 67.4612][ 67.0184][ 66.6196][ 66.2636][ 65.9496][ 65.6767][ 65.4442][ 65.2515][  65.098][ 64.9833][  64.907][ 64.8689][ 64.8689][ 64.9071][ 64.9834][ 65.0982][ 65.2518][ 65.4446][ 65.6771][   65.95][ 66.2641][ 66.6201][  67.019][ 67.4618][ 67.9496][ 68.4834][ 69.0645][ 69.6939][  70.373][ 71.1029][ 71.8847][ 72.7196][ 73.6084][  74.552][ 75.5512][ 76.6063][ 77.7175][ 78.8848][ 80.1076][ 81.3851][ 82.7161][ 84.0987][ 85.5306][  87.009][ 88.5306][ 90.0914][  91.687][ 93.3125][ 94.9624][ 96.6311][ 98.3123][     100]
[     100][ 98.4215][ 96.8486][ 95.2871][ 93.7422][ 92.2193][  90.723][  89.258][ 87.8283][ 86.4375][ 85.0887][ 83.7847][ 82.5276][ 81.3193][  80.161][ 79.0538][ 77.9981][ 76.9943][ 76.0424][ 75.1422][ 74.2931][ 73.4945][ 72.7457][ 72.0459][  71.394][ 70.7891][ 70.2301][ 69.7161][ 69.2461][ 68.8191][ 68.4341][ 68.0903][ 67.7868][ 67.5229][ 67.2981][ 67.1116][  66.963][ 66.8519][  66.778][ 66.7411][ 66.7411][ 66.7781][  66.852][ 66.9632][ 67.1118][ 67.2984][ 67.5233][ 67.7872][ 68.0907][ 68.4346][ 68.8197][ 69.2468][ 69.7168][ 70.2308][ 70.7898][ 71.3947][ 72.0467][ 72.7466][ 73.4954][ 74.2939][  75.143][ 76.0433][ 76.9952][  77.999][ 79.0546][ 80.1618][ 81.3201][ 82.5284][ 83.7855][ 85.0894][ 86.4381][ 87.8289][ 89.2586][ 90.7235][ 92.2197][ 93.7426][ 95.2873][ 96.8488][ 98.4216][     100]
[     100][  98.525][ 97.0551][ 95.5953][ 94.1504][ 92.7252][ 91.3239][ 89.9507][ 88.6093][ 87.3031][ 86.0348][ 84.8072][ 83.6223][ 82.4818][ 81.3872][ 80.3393][  79.339][ 78.3866][ 77.4822][ 76.6258][  75.817][ 75.0555][ 74.3406][ 73.6716][ 73.0479][ 72.4685][ 71.9327][ 71.4395][ 70.9882][ 70.5778][ 70.2075][ 69.8767][ 69.5845][ 69.3303][ 69.1136][ 68.9338][ 68.7905][ 68.6834][ 68.6121][ 68.5765][ 68.5765][ 68.6122][ 68.6835][ 68.7907][ 68.9341][ 69.1139][ 69.3307][ 69.5849][ 69.8772][ 70.2081][ 70.5784][ 70.9888][ 71.4402][ 71.9334][ 72.4693][ 73.0487][ 73.6724][ 74.3414][ 75.0563][ 75.8179][ 76.6266][ 77.4831][ 78.3874][ 79.3398][ 80.3402][  81.388][ 82.4826][ 83.6231][ 84.8079][ 86.0355][ 87.3037][ 88.6099][ 89.9513][ 91.3244][ 92.7256][ 94.1508][ 95.5956][ 97.0553][ 98.5251][     100]
[     100][ 98.6235][ 97.2515][ 95.8886][ 94.5391][ 93.2071][ 91.8968][ 90.6117][ 89.3553][ 88.1306][ 86.9404][ 85.7871][ 84.6726][ 83.5986][ 82.5666][ 81.5775][ 80.6321][ 79.7309][ 78.8741][ 78.0618][ 77.2938][ 76.5699][ 75.8896][ 75.2523][ 74.6576][ 74.1046][ 73.5927][ 73.1212][ 72.6894][ 72.2964][ 71.9417][ 71.6245][ 71.3443][ 71.1004][ 70.8924][ 70.7197][ 70.5821][ 70.4791][ 70.4106][ 70.3764][ 70.3765][ 70.4107][ 70.4793][ 70.5823][   70.72][ 70.8927][ 71.1008][ 71.3447][  71.625][ 71.9422][  72.297][   72.69][ 73.1219][ 73.5934][ 74.1053][ 74.6583][ 75.2531][ 75.8904][ 76.5707][ 77.2946][ 78.0626][ 78.8749][ 79.7317][ 80.6329][ 81.5783][ 82.5674][ 83.5994][ 84.6733][ 85.7878][ 86.9411][ 88.1313][ 89.3559][ 90.6123][ 91.8973][ 93.2076][ 94.5394][ 95.8888][ 97.2517][ 98.6236][     100]
[     100][ 98.7174][ 97.4389][ 96.1685][ 94.9101][ 93.6676][ 92.4444][ 91.2441][ 90.0696][ 88.9238][ 87.8092][ 86.7281][ 85.6823][ 84.6735][ 83.7031][  82.772][  81.881][ 81.0308][ 80.2216][ 79.4536][ 78.7267][ 78.0408][ 77.3956][ 76.7906][ 76.2255][ 75.6997][ 75.2125][ 74.7634][ 74.3518][  73.977][ 73.6385][ 73.3356][ 73.0679][ 72.8348][ 72.6359][ 72.4707][  72.339][ 72.2405][  72.175][ 72.1423][ 72.1423][ 72.1751][ 72.2407][ 72.3392][  72.471][ 72.6362][ 72.8351][ 73.0683][ 73.3361][  73.639][ 73.9775][ 74.3524][  74.764][ 75.2132][ 75.7004][ 76.2262][ 76.7914][ 77.3963][ 78.0416][ 78.7275][ 79.4544][ 80.2224][ 81.0316][ 81.8818][ 82.7728][ 83.7039][ 84.6743][  85.683][ 86.7288][ 87.8099][ 88.9244][ 90.0701][ 91.2446][ 92.4449][  93.668][ 94.9104][ 96.1687][ 97.4391][ 98.7175][     100]
[     100][ 98.8072][ 97.6181][ 96.4363][ 95.2654][ 94.1086][ 92.9693][ 91.8506][ 90.7552][ 89.6857][ 88.6446][ 87.6338][ 86.6552][ 85.7102][ 84.8003][ 83.9264][ 83.0894][ 82.2898][  81.528][ 80.8043][ 80.1187][ 79.4711][ 78.8614][ 78.2892][ 77.7543][ 77.2561][ 76.7943][ 76.3682][ 75.9774][ 75.6214][ 75.2996][ 75.0116][ 74.7569][ 74.5351][ 74.3457][ 74.1884][  74.063][ 73.9691][ 73.9066][ 73.8754][ 73.8755][ 73.9067][ 73.9692][ 74.0631][ 74.1886][  74.346][ 74.5354][ 74.7573][ 75.0121][ 75.3001][ 75.6219][  75.978][ 76.3688][ 76.7949][ 77.2568][  77.755][   78.29][ 78.8621][ 79.4719][ 80.1194][  80.805][ 81.5288][ 82.2905][ 83.0901][ 83.9272][ 84.8011][  85.711][ 86.6559][ 87.6345][ 88.6452][ 89.6863][ 90.7557][ 91.8511][ 92.9698][  94.109][ 95.2657][ 96.4366][ 97.6183][ 98.8073][     100]
[     100][ 98.8934][ 97.7901][ 96.6934][ 95.6064][ 94.5322][ 93.4737][ 92.4338][ 91.4149][ 90.4195][ 89.4497][ 88.5074][ 87.5943][  86.712][ 85.8616][ 85.0441][ 84.2603][  83.511][ 82.7964][ 82.1169][ 81.4727][ 80.8636][ 80.2897][ 79.7507][ 79.2464][ 78.7764][ 78.3403][ 77.9378][ 77.5684][ 77.2317][ 76.9272][ 76.6545][ 76.4132][  76.203][ 76.0235][ 75.8744][ 75.7554][ 75.6664][ 75.6071][ 75.5775][ 75.5775][ 75.6072][ 75.6665][ 75.7556][ 75.8746][ 76.0238][ 76.2033][ 76.4136][ 76.6549][ 76.9276][ 77.2322][  77.569][ 77.9384][  78.341][ 78.7771][ 79.2471][ 79.7514][ 80.2904][ 80.8644][ 81.4734][ 82.1177][ 82.7971][ 83.5117][ 84.2611][ 85.0448][ 85.8623][ 86.7127][  87.595][  88.508][ 89.4503][   90.42][ 91.4154][ 92.4342][ 93.4742][ 94.5326][ 95.6067][ 96.6936][ 97.7903][ 98.8935][     100]
[     100][ 98.9763][ 97.9556][ 96.9408][ 95.9347][ 94.9401][ 93.9597][ 92.9959][ 92.0512][ 91.1276][ 90.2272][ 89.3518][ 88.5029][ 87.6819][ 86.8899][  86.128][  85.397][ 84.6974][ 84.0298][ 83.3944][ 82.7915][ 82.2211][ 81.6832][ 81.1777][ 80.7043][ 80.2628][  79.853][ 79.4744][ 79.1268][ 78.8098][  78.523][  78.266][ 78.0386][ 77.8403][  77.671][ 77.5303][  77.418][  77.334][  77.278][ 77.2501][ 77.2501][ 77.2781][ 77.3341][ 77.4182][ 77.5305][ 77.6712][ 77.8406][ 78.0389][ 78.2664][ 78.5234][ 78.8103][ 79.1273][  79.475][ 79.8536][ 80.2634][ 80.7049][ 81.1783][ 81.6839][ 82.2218][ 82.7922][ 83.3952][ 84.0305][ 84.6981][ 85.3977][ 86.1287][ 86.8906][ 87.6825][ 88.5035][ 89.3524][ 90.2278][ 91.1282][ 92.0517][ 92.9964][ 93.9601][ 94.9404][ 95.9349][  96.941][ 97.9558][ 98.9764][     100]
[     100][ 99.0563][ 98.1152][ 97.1794][ 96.2514][ 95.3338][ 94.4289][  93.539][ 92.6663][ 91.8126][ 90.9799][ 90.1697][ 89.3836][ 88.6227][ 87.8883][ 87.1812][ 86.5022][  85.852][  85.231][ 84.6396][ 84.0779][ 83.5462][ 83.0444][ 82.5725][ 82.1303][ 81.7177][ 81.3344][ 80.9802][ 80.6547][ 80.3578][  80.089][ 79.8481][ 79.6348][ 79.4488][ 79.2899][ 79.1579][ 79.0525][ 78.9736][  78.921][ 78.8948][ 78.8948][ 78.9211][ 78.9737][ 79.0526][ 79.1581][ 79.2902][ 79.4491][ 79.6352][ 79.8485][ 80.0894][ 80.3582][ 80.6552][ 80.9807][  81.335][ 81.7183][ 82.1309][ 82.5731][ 83.0451][ 83.5469][ 84.0786][ 84.6403][ 85.2317][ 85.8527][ 86.5029][ 87.1819][ 87.8889][ 88.6234][ 89.3842][ 90.1703][ 90.9805][ 91.8132][ 92.6668][ 93.5395][ 94.4293][ 95.3341][ 96.2517][ 97.1796][ 98.1153][ 99.0563][     100]
[     100][ 99.1336][ 98.2695][ 97.4102][ 96.5579][ 95.7148][ 94.8832][ 94.0651][ 93.2624][ 92.4768][ 91.7101][ 90.9637][  90.239][ 89.5372][ 88.8594][ 88.2063][ 87.5788][ 86.9774][ 86.4027][  85.855][ 85.3345][ 84.8414][ 84.3758][ 83.9377][ 83.5269][ 83.1433][ 82.7868][ 82.4572][ 82.1543][ 81.8777][ 81.6272][ 81.4027][ 81.2038][ 81.0304][ 80.8821][ 80.7589][ 80.6605][ 80.5869][ 80.5378][ 80.5133][ 80.5134][ 80.5379][  80.587][ 80.6607][ 80.7591][ 80.8824][ 81.0307][ 81.2042][ 81.4031][ 81.6277][ 81.8781][ 82.1547][ 82.4577][ 82.7874][ 83.1439][ 83.5275][ 83.9383][ 84.3765][ 84.8421][ 85.3352][ 85.8556][ 86.4034][ 86.9781][ 87.5794][ 88.2069][   88.86][ 89.5378][ 90.2396][ 90.9643][ 91.7106][ 92.4773][ 93.2628][ 94.0655][ 94.8836][ 95.7152][ 96.5581][ 97.4104][ 98.2696][ 99.1336][     100]
[     100][ 99.2085][ 98.4191][ 97.6339][ 96.8551][ 96.0845][ 95.3241][ 94.5758][ 93.8412][ 93.1221][ 92.4199][  91.736][ 91.0716][ 90.4279][ 89.8057][ 89.2059][ 88.6292][ 88.0763][ 87.5475][ 87.0432][ 86.5638][ 86.1093][ 85.6799][ 85.2755][ 84.8963][  84.542][ 84.2125][ 83.9077][ 83.6275][ 83.3715][ 83.1397][ 82.9318][ 82.7475][ 82.5868][ 82.4494][ 82.3352][  82.244][ 82.1757][ 82.1302][ 82.1075][ 82.1075][ 82.1302][ 82.1758][ 82.2441][ 82.3354][ 82.4496][ 82.5871][ 82.7478][ 82.9321][ 83.1401][ 83.3719][ 83.6279][ 83.9082][  84.213][ 84.5425][ 84.8968][ 85.2761][ 85.6805][ 86.1099][ 86.5644][ 87.0438][ 87.5481][ 88.0769][ 88.6298][ 89.2065][ 89.8062][ 90.4284][ 91.0722][ 91.7366][ 92.4204][ 93.1226][ 93.8417][ 94.5762][ 95.3244][ 96.0848][ 96.8553][ 97.6341][ 98.4192][ 99.2086][     100]
[     100][ 99.2813][ 98.5645][ 97.8514][  97.144][ 96.4439][ 95.7529][ 95.0727][ 94.4048][ 93.7506][ 93.1116][ 92.4889][ 91.8837][ 91.2969][ 90.7296][ 90.1824][  89.656][  89.151][ 88.6678][ 88.2067][ 87.7681][ 87.3521][ 86.9589][ 86.5884][ 86.2407][ 85.9158][ 85.6135][ 85.3338][ 85.0764][ 84.8413][ 84.6283][ 84.4372][ 84.2678][   84.12][ 83.9936][ 83.8885][ 83.8046][ 83.7417][ 83.6999][ 83.6789][  83.679][ 83.6999][ 83.7418][ 83.8047][ 83.8887][ 83.9938][ 84.1202][ 84.2681][ 84.4375][ 84.6287][ 84.8417][ 85.0769][ 85.3342][  85.614][ 85.9163][ 86.2413][ 86.5889][ 86.9594][ 87.3527][ 87.7687][ 88.2073][ 88.6684][ 89.1516][ 89.6566][  90.183][ 90.7301][ 91.2975][ 91.8842][ 92.4894][  93.112][  93.751][ 94.4052][  95.073][ 95.7532][ 96.4442][ 97.1442][ 97.8516][ 98.5646][ 99.2814][     100]
[     100][ 99.3522][ 98.7061][ 98.0633][ 97.4255][ 96.7942][  96.171][ 95.5573][ 94.9545][  94.364][ 93.7868][ 93.2243][ 92.6773][ 92.1467][ 91.6334][ 91.1382][ 90.6615][  90.204][  89.766][ 89.3479][ 88.9499][ 88.5723][ 88.2152][ 87.8786][ 87.5626][ 87.2671][ 86.9921][ 86.7375][ 86.5032][ 86.2891][ 86.0951][ 85.9209][ 85.7665][ 85.6318][ 85.5166][ 85.4207][ 85.3442][ 85.2868][ 85.2487][ 85.2296][ 85.2296][ 85.2487][ 85.2869][ 85.3443][ 85.4209][ 85.5168][  85.632][ 85.7668][ 85.9212][ 86.0954][ 86.2895][ 86.5036][ 86.7379][ 86.9925][ 87.2675][  87.563][ 87.8791][ 88.2157][ 88.5728][ 88.9504][ 89.3484][ 89.7665][ 90.2045][  90.662][ 91.1387][ 91.6339][ 92.1472][ 92.6777][ 93.2247][ 93.7873][ 94.3644][ 94.9549][ 95.5576][ 96.1713][ 96.7945][ 97.4257][ 98.0635][ 98.7062][ 99.3523][     100]
[     100][ 99.4215][ 98.8444][ 98.2703][ 97.7005][ 97.1365][ 96.5796][  96.031][ 95.4921][ 94.9639][ 94.4476][ 93.9441][ 93.4544][ 92.9792][ 92.5193][ 92.0754][ 91.6479][ 91.2374][ 90.8443][ 90.4689][ 90.1114][ 89.7721][  89.451][ 89.1482][ 88.8639][ 88.5979][ 88.3503][  88.121][ 87.9099][  87.717][  87.542][  87.385][ 87.2457][ 87.1242][ 87.0202][ 86.9337][ 86.8646][ 86.8129][ 86.7784][ 86.7612][ 86.7612][ 86.7785][  86.813][ 86.8647][ 86.9339][ 87.0204][ 87.1244][  87.246][ 87.3853][ 87.5423][ 87.7173][ 87.9103][ 88.1214][ 88.3507][ 88.5983][ 88.8643][ 89.1487][ 89.4514][ 89.7725][ 90.1119][ 90.4694][ 90.8448][ 91.2379][ 91.6484][ 92.0758][ 92.5198][ 92.9797][ 93.4548][ 93.9445][  94.448][ 94.9643][ 95.4924][ 96.0313][ 96.5799][ 97.1368][ 97.7007][ 98.2705][ 98.8445][ 99.4215][     100]
[     100][ 99.4893][ 98.9798][ 98.4729][ 97.9698][ 97.4717][ 96.9798][ 96.4952][ 96.0189][ 95.5521][ 95.0956][ 94.6503][  94.217][ 93.7965][ 93.3893][ 92.9961][ 92.6174][ 92.2536][  91.905][  91.572][ 91.2548][ 90.9536][ 90.6685][ 90.3996][ 90.1469][ 89.9105][ 89.6903][ 89.4864][ 89.2986][ 89.1269][ 88.9711][ 88.8313][ 88.7073][  88.599][ 88.5064][ 88.4294][ 88.3678][ 88.3217][  88.291][ 88.2757][ 88.2757][  88.291][ 88.3218][ 88.3679][ 88.4295][ 88.5066][ 88.5992][ 88.7075][ 88.8316][ 88.9714][ 89.1271][ 89.2989][ 89.4867][ 89.6907][ 89.9108][ 90.1473][ 90.3999][ 90.6689][  90.954][ 91.2552][ 91.5724][ 91.9054][  92.254][ 92.6178][ 92.9965][ 93.3897][ 93.7969][ 94.2174][ 94.6507][ 95.0959][ 95.5524][ 96.0192][ 96.4955][   96.98][ 97.4719][   97.97][ 98.4731][ 98.9799][ 99.4893][     100]
[     100][ 99.5558][ 99.1127][ 98.6718][ 98.2341][ 97.8008][ 97.3727][  96.951][ 96.5364][ 96.1299][ 95.7324][ 95.3445][ 94.9669][ 94.6004][ 94.2454][ 93.9024][  93.572][ 93.2545][ 92.9502][ 92.6594][ 92.3823][  92.119][ 91.8698][ 91.6347][ 91.4137][ 91.2068][ 91.0142][ 90.8356][ 90.6712][ 90.5208][ 90.3844][ 90.2619][ 90.1532][ 90.0583][ 89.9771][ 89.9096][ 89.8556][ 89.8152][ 89.7883][ 89.7748][ 89.7748][ 89.7883][ 89.8153][ 89.8557][ 89.9097][ 89.9773][ 90.0585][ 90.1534][ 90.2621][ 90.3846][  90.521][ 90.6715][ 90.8359][ 91.0145][ 91.2072][  91.414][  91.635][ 91.8702][ 92.1194][ 92.3827][ 92.6598][ 92.9506][ 93.2549][ 93.5724][ 93.9028][ 94.2457][ 94.6007][ 94.9673][ 95.3448][ 95.7327][ 96.1302][ 96.5367][ 96.9512][ 97.3729][  97.801][ 98.2343][ 98.6719][ 99.1128][ 99.5558][     100]
[     100][ 99.6212][ 99.2434][ 98.8674][ 98.4941][ 98.1245][ 97.7594][ 97.3995][ 97.0458][ 96.6989][ 96.3595][ 96.0283][ 95.7058][ 95.3927][ 95.0894][ 94.7963][ 94.5138][ 94.2422][ 93.9819][ 93.7331][ 93.4959][ 93.2705][ 93.0571][ 92.8557][ 92.6663][ 92.4891][ 92.3239][ 92.1708][ 92.0298][ 91.9008][ 91.7838][ 91.6786][ 91.5854][  91.504][ 91.4343][ 91.3763][ 91.3299][ 91.2952][ 91.2721][ 91.2605][ 91.2606][ 91.2721][ 91.2953][   91.33][ 91.3764][ 91.4344][ 91.5041][ 91.5856][ 91.6788][  91.784][  91.901][   92.03][ 92.1711][ 92.3242][ 92.4893][ 92.6666][  92.856][ 93.0574][ 93.2709][ 93.4962][ 93.7334][ 93.9823][ 94.2426][ 94.5141][ 94.7966][ 95.0897][  95.393][ 95.7061][ 96.0286][ 96.3598][ 96.6991][  97.046][ 97.3998][ 97.7596][ 98.1247][ 98.4943][ 98.8675][ 99.2435][ 99.6213][     100]
[     100][ 99.6857][ 99.3722][ 99.0603][ 98.7505][ 98.4438][ 98.1407][ 97.8421][ 97.5484][ 97.2603][ 96.9785][ 96.7034][ 96.4355][ 96.1753][ 95.9232][ 95.6795][ 95.4446][ 95.2188][ 95.0022][ 94.7952][ 94.5978][ 94.4101][ 94.2324][ 94.0647][ 93.9069][ 93.7592][ 93.6216][  93.494][ 93.3764][ 93.2689][ 93.1713][ 93.0836][ 93.0058][ 92.9379][ 92.8797][ 92.8313][ 92.7927][ 92.7637][ 92.7444][ 92.7348][ 92.7348][ 92.7444][ 92.7637][ 92.7927][ 92.8314][ 92.8798][  92.938][  93.006][ 93.0838][ 93.1714][  93.269][ 93.3766][ 93.4942][ 93.6218][ 93.7595][ 93.9072][ 94.0649][ 94.2327][ 94.4104][  94.598][ 94.7954][ 95.0025][ 95.2191][ 95.4449][ 95.6798][ 95.9234][ 96.1755][ 96.4357][ 96.7036][ 96.9787][ 97.2605][ 97.5486][ 97.8422][ 98.1409][ 98.4439][ 98.7506][ 99.0603][ 99.3723][ 99.6858][     100]
[     100][ 99.7495][ 99.4996][ 99.2509][ 99.0039][ 98.7594][ 98.5177][ 98.2796][ 98.0453][ 97.8156][ 97.5908][ 97.3713][ 97.1575][ 96.9498][ 96.7486][  96.554][ 96.3664][  96.186][  96.013][ 95.8476][ 95.6898][ 95.5399][ 95.3978][ 95.2637][ 95.1375][ 95.0194][ 94.9093][ 94.8072][ 94.7131][  94.627][ 94.5489][ 94.4787][ 94.4164][  94.362][ 94.3155][ 94.2767][ 94.2457][ 94.2225][ 94.2071][ 94.1994][ 94.1994][ 94.2071][ 94.2226][ 94.2458][ 94.2768][ 94.3155][ 94.3621][ 94.4165][ 94.4788][  94.549][ 94.6271][ 94.7132][ 94.8073][ 94.9094][ 95.0196][ 95.1377][ 95.2639][  95.398][ 95.5401][ 95.6901][ 95.8478][ 96.0133][ 96.1863][ 96.3666][ 96.5542][ 96.7488][   96.95][ 97.1577][ 97.3714][ 97.5909][ 97.8158][ 98.0455][ 98.2797][ 98.5179][ 98.7595][  99.004][ 99.2509][ 99.4996][ 99.7495][     100]
